,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
806,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestMutablePeriod_Constructors.testConstructor_long_long1,TIME,25,False
807,Time Bug 25 - Strong Oracle,338,1526,20,102,0,0,0,0,1,4,49,217,0,3,org.joda.time.TestSeconds.testFactory_secondsIn_RInterval,TIME,25,False
808,Time Bug 2 - Strong Oracle,473,1001,51,86,0,0,0,0,0,0,82,148,0,1,org.joda.time.TestPartial_Basics.testGetFormatter2,TIME,2,False
809,Time Bug 26 - Strong Oracle,650,1483,59,165,3,7,1,1,3,7,73,139,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertySetTextWeekOfWeekyear,TIME,26,False
810,Time Bug 24 - Strong Oracle,1065,4188,81,343,4,15,4,17,6,29,129,373,0,1,org.joda.time.TestMutableDateTime_Constructors.testParse_formatter,TIME,24,False
811,Time Bug 26 - Strong Oracle,703,1591,68,187,3,7,3,3,5,9,76,146,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddLongDayOfWeek,TIME,26,False
812,Time Bug 26 - Strong Oracle,1760,15210,162,2260,3,11,2,4,6,30,217,1274,0,1,org.joda.time.TestDateMidnight_Basics.testToString_String_String,TIME,26,False
813,Time Bug 25 - Strong Oracle,616,1052,33,84,1,1,4,4,2,4,90,113,0,1,org.joda.time.TestLocalDate_Constructors.testConstructor_long3_DateTimeZone,TIME,25,False
814,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,5,org.joda.time.TestPeriod_Constructors.testConstructor_RI_RI_PeriodType4,TIME,25,False
815,Time Bug 25 - Strong Oracle,939,2050,87,242,2,4,4,4,7,12,117,200,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDayOfMonth_int2,TIME,25,False
816,Time Bug 25 - Strong Oracle,428,1832,15,83,0,0,0,0,2,10,77,233,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetDayOfYear,TIME,25,False
817,Time Bug 25 - Strong Oracle,346,1325,21,100,0,0,1,3,1,3,42,105,0,3,org.joda.time.TestPeriod_Constructors.testConstructor_long_long_PeriodType2,TIME,25,False
818,Time Bug 26 - Strong Oracle,223,318,20,28,1,1,0,0,1,1,20,24,0,14,org.joda.time.TestDateTime_Basics.testPlusYears_int,TIME,26,False
819,Time Bug 2 - Strong Oracle,225,815,20,67,0,0,0,0,0,0,29,105,0,1,org.joda.time.TestPartial_Basics.testWith3f,TIME,2,False
820,Time Bug 26 - Strong Oracle,476,1244,28,87,0,0,0,0,2,4,71,136,0,34,org.joda.time.TestDateMidnight_Basics.testWithers,TIME,26,False
821,Time Bug 26 - Strong Oracle,1483,12111,123,1108,6,95,6,48,7,88,167,1035,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddWrapFieldDayOfYear,TIME,26,False
822,Time Bug 25 - Strong Oracle,770,1734,75,199,3,5,2,2,5,9,83,163,0,1,org.joda.time.TestMutableDateTime_Basics.testRounding1,TIME,25,False
823,Time Bug 26 - Strong Oracle,717,1745,68,199,3,7,2,2,5,10,78,157,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertySetYear,TIME,26,False
824,Time Bug 26 - Strong Oracle,341,485,29,42,0,0,0,0,2,2,39,45,0,6,org.joda.time.TestYearMonthDay_Basics.testToDateTime_RI,TIME,26,False
825,Time Bug 12 - Strong Oracle 2,1194,6907,79,675,6,18,10,20,7,44,173,738,0,1,org.joda.time.TestLocalDateTime_Constructors.testFactory_fromDateFields_beforeYearZero3,TIME,12,True
826,Time Bug 25 - Strong Oracle,169,221,12,17,0,0,0,0,0,0,18,24,0,1,org.joda.time.TestInterval_Constructors.testConstructor_long_long2,TIME,25,False
827,Time Bug 25 - Strong Oracle,994,3510,82,382,4,16,6,6,7,20,115,328,0,1,org.joda.time.TestDateTime_Properties.testPropertySetTextWeekOfWeekyear,TIME,25,False
828,Time Bug 25 - Strong Oracle,82,82,6,6,0,0,0,0,0,0,6,6,0,1,org.joda.time.TestDateTime_Basics.testWithField2,TIME,25,False
829,Time Bug 24 - Strong Oracle,51,66,6,6,0,0,0,0,0,0,5,5,0,2,org.joda.time.TestDateTimeComparator.testListBasic,TIME,24,False
830,Time Bug 25 - Strong Oracle,981,2222,85,214,1,4,0,0,1,4,110,208,0,1,org.joda.time.TestTimeOfDay_Constructors.testConstructor2_Object_Chronology,TIME,25,False
831,Time Bug 26 - Strong Oracle,167,216,13,17,0,0,0,0,0,0,21,23,0,5,org.joda.time.TestDateMidnight_Properties.testPropertyToIntervalYearOfCentury,TIME,26,False
832,Time Bug 3 - Strong Oracle,1318,4271,107,395,5,14,7,17,7,27,150,377,0,1,org.joda.time.TestMutableDateTime_Adds.testAdd_DurationFieldType_int_dstOverlapSummer_addZero,TIME,3,False
833,Time Bug 26 - Strong Oracle,275,416,18,32,0,0,1,1,0,0,33,43,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RD_RI4,TIME,26,False
834,Time Bug 26 - Strong Oracle,1607,7004,153,705,1,1,0,0,1,1,199,1032,0,7,org.joda.time.convert.TestCalendarConverter.testGetChronology_Object_Zone,TIME,26,False
835,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestMutablePeriod_Constructors.testConstructor_long_long_Chronology2,TIME,25,False
836,Time Bug 26 - Strong Oracle,669,1574,66,188,3,7,2,2,5,9,74,146,0,4,org.joda.time.TestMutableDateTime_Properties.testPropertySetTextDayOfWeek,TIME,26,False
837,Time Bug 25 - Strong Oracle,145,150,10,11,0,0,0,0,0,0,16,16,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RI_RI4,TIME,25,False
838,Time Bug 26 - Strong Oracle,87,130,7,11,0,0,0,0,0,0,6,8,0,8,org.joda.time.TestDateMidnight_Basics.testWithFields_RPartial,TIME,26,False
839,Time Bug 25 - Strong Oracle,920,2069,86,238,2,6,6,6,7,13,101,184,0,1,org.joda.time.TestMutableDateTime_Sets.testSetMinuteOfDay_int1,TIME,25,False
840,Time Bug 19 - Strong Oracle,681,1453,60,154,1,2,3,4,5,8,78,134,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseShortNameWithLookup,TIME,19,False
841,Time Bug 25 - Strong Oracle,2692,17603,223,1429,4,38,5,38,6,66,341,2027,0,1,org.joda.time.TestTimeOfDay_Constructors.testConstructor_DateTimeZone,TIME,25,False
842,Time Bug 14 - Strong Oracle,810,2490,65,223,2,3,2,3,3,10,109,275,0,1,org.joda.time.TestMonthDay_Basics.testWithFieldAdded,TIME,14,False
843,Time Bug 25 - Strong Oracle,571,2772,25,186,1,12,0,0,2,11,104,321,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetDayOfMonth,TIME,25,False
844,Time Bug 25 - Strong Oracle,157,165,12,12,0,0,0,0,0,0,20,20,0,6,org.joda.time.TestDateTime_Properties.testPropertyToIntervalHourOfDay,TIME,25,False
845,Time Bug 24 - Strong Oracle,2864,49728,252,4362,5,254,10,213,7,333,337,4281,0,1,org.joda.time.convert.TestStringConverter.testSetIntoInterval_Object_Chronology1,TIME,24,False
846,Time Bug 25 - Strong Oracle,208,617,10,42,1,4,0,0,1,4,23,55,0,1,org.joda.time.TestTimeOfDay_Constructors.testConstructor_ObjectString6,TIME,25,False
847,Time Bug 24 - Strong Oracle,379,1121,26,87,2,7,0,0,3,8,57,103,0,1,org.joda.time.convert.TestStringConverter.testGetDateTime1,TIME,24,False
848,Time Bug 25 - Strong Oracle,620,2003,39,167,3,11,1,1,2,6,87,169,0,1,org.joda.time.TestDateMidnight_Properties.testPropertySetTextMonthOfYear,TIME,25,False
849,Time Bug 24 - Strong Oracle,951,3604,88,411,2,10,6,11,7,22,109,332,0,1,org.joda.time.TestDateTimeZoneCutover.testWithMillisOfSecondInDstChange_NewYork_winter,TIME,24,False
850,Time Bug 26 - Strong Oracle,145,197,16,20,0,0,0,0,0,0,13,15,0,18,org.joda.time.TestDateMidnight_Basics.testPlusMonths_int,TIME,26,False
851,Time Bug 25 - Strong Oracle,241,313,13,17,0,0,0,0,1,1,28,35,0,2,org.joda.time.TestDateTime_Properties.testPropertyGetMaxMinValuesDayOfYear,TIME,25,False
852,Time Bug 24 - Strong Oracle,126,159,16,23,0,0,2,2,2,2,13,15,0,1,org.joda.time.TestDateTimeZone.testTransitionFixed,TIME,24,False
853,Time Bug 21 - Strong Oracle,152,181,17,24,0,0,2,2,2,2,16,18,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_mediumFullDateTime,TIME,21,False
854,Time Bug 25 - Strong Oracle,157,165,12,12,0,0,0,0,0,0,20,20,0,3,org.joda.time.TestDateTime_Properties.testPropertyToIntervalSecondOfMinute,TIME,25,False
855,Time Bug 24 - Strong Oracle,512,2437,54,305,0,0,0,0,0,0,65,266,0,2,org.joda.time.format.TestISODateTimeFormatParsing.test_timeNoMillis,TIME,24,False
856,Time Bug 14 - Strong Oracle,1500,5032,134,500,2,3,3,5,3,11,214,568,0,1,org.joda.time.TestMonthDay_Basics.testPlusMonths_int_negativeEndOfMonthAdjust,TIME,14,True
857,Time Bug 24 - Strong Oracle,281,387,27,45,1,1,2,2,2,2,40,51,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_monthDay_withDefaultYear_feb29,TIME,24,False
858,Time Bug 24 - Strong Oracle,511,2361,53,294,0,0,0,0,0,0,65,262,0,5,org.joda.time.format.TestISODateTimeFormatParsing.test_tTime,TIME,24,False
859,Time Bug 26 - Strong Oracle,946,3616,77,392,4,15,3,5,6,19,125,374,0,1,org.joda.time.TestDateTime_Properties.testPropertySetDayOfWeek,TIME,26,False
860,Time Bug 25 - Strong Oracle,230,399,17,30,1,1,0,0,0,0,30,42,0,2,org.joda.time.TestDateMidnight_Constructors.testParse_formatter,TIME,25,False
861,Time Bug 25 - Strong Oracle,1702,10120,155,1122,2,6,6,6,7,13,242,1040,0,1,org.joda.time.TestMutableDateTime_Sets.testSetMinuteOfHour_int1,TIME,25,False
862,Time Bug 4 - Strong Oracle,881,1557,85,144,0,0,1,1,0,0,133,202,0,1,org.joda.time.TestPartial_Basics.testGetFormatter3,TIME,4,False
863,Time Bug 26 - Strong Oracle,705,1662,61,178,3,7,1,1,4,9,81,154,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertySetDayOfYear,TIME,26,False
864,Time Bug 24 - Strong Oracle,205,571,12,40,1,4,0,0,1,4,22,52,0,1,org.joda.time.TestTimeOfDay_Constructors.testConstructor_ObjectString4,TIME,24,False
865,Time Bug 26 - Strong Oracle,578,1534,33,125,1,2,4,8,0,0,81,173,0,2,org.joda.time.TestDateTime_Properties.testPropertyToIntervalYear,TIME,26,False
866,Time Bug 25 - Strong Oracle,244,1372,16,101,0,0,0,0,1,5,27,131,0,3,org.joda.time.TestWeeks.testFactory_weeksBetween_RInstant,TIME,25,False
867,Time Bug 24 - Strong Oracle,241,5867,20,498,0,0,0,0,1,28,29,618,0,7,org.joda.time.TestDateTimeComparator.testListYear,TIME,24,False
868,Time Bug 25 - Strong Oracle,972,2935,80,305,6,18,3,3,6,13,116,251,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyRoundCeilingMonthOfYear,TIME,25,False
869,Time Bug 19 - Strong Oracle,157,165,12,12,0,0,0,0,0,0,20,20,0,2,org.joda.time.TestDateTime_Properties.testPropertyToIntervalYearOfCentury,TIME,19,False
870,Time Bug 25 - Strong Oracle,516,2426,25,149,2,11,2,10,3,20,77,251,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetWeekyear,TIME,25,False
871,Time Bug 25 - Strong Oracle,345,585,24,48,2,3,0,0,1,1,37,48,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyRemainderMonthOfYear,TIME,25,False
872,Time Bug 25 - Strong Oracle,1134,4621,89,456,4,22,6,12,8,31,143,444,0,1,org.joda.time.TestDateTime_Properties.testPropertySetWeekOfWeekyear,TIME,25,False
873,Time Bug 26 - Strong Oracle,120,169,12,16,0,0,0,0,0,0,11,13,0,4,org.joda.time.TestDateMidnight_Constructors.testParse_noFormatter,TIME,26,False
874,Time Bug 25 - Strong Oracle,1226,3748,123,455,3,11,5,7,7,20,128,351,0,2,org.joda.time.TestInterval_Constructors.testConstructor_Object5,TIME,25,False
875,Time Bug 1 - Strong Oracle,215,802,18,65,0,0,0,0,0,0,28,104,0,1,org.joda.time.TestPartial_Basics.testWith3f,TIME,1,False
876,Time Bug 26 - Strong Oracle,649,1544,62,180,2,4,2,2,5,9,71,143,0,3,org.joda.time.TestDateMidnight_Basics.testToString,TIME,26,False
877,Time Bug 26 - Strong Oracle,314,784,22,68,1,3,0,0,2,4,38,65,0,4,org.joda.time.TestDateMidnight_Properties.testPropertySetMonthOfYear,TIME,26,False
878,Time Bug 24 - Strong Oracle,153,217,17,26,0,0,2,2,2,2,21,29,0,1,org.joda.time.TestDateTimeZone.testGetOffsetFixed_RI,TIME,24,False
879,Time Bug 10 - Strong Oracle,591,1536,41,133,1,2,2,3,2,7,92,170,0,1,org.joda.time.TestDays.testFactory_daysBetween_RPartial_MonthDay,TIME,10,True
880,Time Bug 19 - Strong Oracle,218,375,18,33,1,1,0,0,0,0,23,30,0,2,org.joda.time.TestLocalDate_Basics.testToDateMidnight,TIME,19,False
881,Time Bug 24 - Strong Oracle,1037,4185,84,380,5,36,4,17,6,29,116,352,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_shortDateTime,TIME,24,False
882,Time Bug 25 - Strong Oracle,1305,3778,107,446,3,12,3,6,4,9,148,334,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_offsetParsed,TIME,25,False
883,Time Bug 25 - Strong Oracle,137,137,12,12,0,0,0,0,0,0,16,16,0,1,org.joda.time.TestMutableDateTime_Basics.testRounding7,TIME,25,False
884,Time Bug 22 - Strong Oracle,83,226,3,10,0,0,0,0,0,0,18,25,0,1,org.joda.time.TestMutablePeriod_Constructors.testConstructor_long1,TIME,22,False
885,Time Bug 26 - Strong Oracle,150,202,16,20,0,0,0,0,0,0,14,16,0,18,org.joda.time.TestDateMidnight_Basics.testPlus_RP,TIME,26,False
886,Time Bug 26 - Strong Oracle,1693,11170,164,1244,2,5,2,2,5,11,247,1176,0,1,org.joda.time.TestDateMidnight_Basics.testToString_String,TIME,26,False
887,Time Bug 25 - Strong Oracle,256,405,15,23,0,0,0,0,0,0,37,44,0,1,org.joda.time.TestPeriod_Constructors.testConstructor_RD_RI_PeriodType2,TIME,25,False
888,Time Bug 24 - Strong Oracle,215,333,20,31,1,1,0,0,1,2,22,31,0,1,org.joda.time.TestYearMonth_Constructors.testConstructor_ObjectString1,TIME,24,False
889,Time Bug 1 - Strong Oracle,540,1104,55,94,0,0,1,1,0,0,94,164,0,1,org.joda.time.TestPartial_Basics.testToString5,TIME,1,False
890,Time Bug 5 - Strong Oracle,66,107,4,9,0,0,0,0,0,0,10,12,0,1,org.joda.time.TestPeriod_Basics.testNormalizedStandard_periodType_monthsWeeks,TIME,5,True
891,Time Bug 26 - Strong Oracle,252,316,24,29,0,0,0,0,0,0,33,37,0,1,org.joda.time.TestDateMidnight_Basics.testSerialization,TIME,26,False
892,Time Bug 24 - Strong Oracle,682,2470,65,262,2,4,3,4,4,10,92,309,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_year_month_week_2016,TIME,24,True
893,Time Bug 14 - Strong Oracle,470,770,33,65,1,1,1,1,2,3,70,93,0,1,org.joda.time.TestMonthDay_Basics.testMinusMonths_int_fromLeap,TIME,14,True
894,Time Bug 24 - Strong Oracle,967,29651,85,3461,0,0,2,12,3,15,116,2531,0,6,org.joda.time.format.TestISODateTimeFormatParsing.test_localDateOptionalTimeParser,TIME,24,False
895,Time Bug 25 - Strong Oracle,317,1125,11,43,1,5,0,0,1,5,59,160,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetMillisOfDay,TIME,25,False
896,Time Bug 26 - Strong Oracle,464,3012,36,296,1,24,1,4,2,12,50,234,0,2,org.joda.time.TestDateMidnight_Properties.testPropertyGetDifferenceMonthOfYear,TIME,26,False
897,Time Bug 24 - Strong Oracle,186,282,17,25,0,0,0,0,0,0,25,31,0,2,org.joda.time.TestInstant_Constructors.testParse_noFormatter,TIME,24,False
898,Time Bug 19 - Strong Oracle,3122,37366,283,3355,6,185,8,120,8,199,388,3738,0,2,org.joda.time.TestDateTimeZoneCutover.testForum4013394_retainOffsetWhenRetainFields_sameOffsetsDifferentZones,TIME,19,False
899,Time Bug 25 - Strong Oracle,157,165,12,12,0,0,0,0,0,0,20,20,0,3,org.joda.time.TestDateTime_Properties.testPropertyToIntervalMonthOfYear,TIME,25,False
900,Time Bug 24 - Strong Oracle,528,5926,54,810,0,0,0,0,0,0,67,550,0,7,org.joda.time.format.TestISODateTimeFormatParsing.test_ordinalDateTime,TIME,24,False
901,Time Bug 26 - Strong Oracle,1419,5164,135,589,2,5,4,4,7,12,179,517,0,4,org.joda.time.TestTimeOfDay_Basics.testToDateTime_nullRI,TIME,26,False
902,Time Bug 24 - Strong Oracle,1097,5205,79,456,5,43,4,17,6,37,142,441,0,1,org.joda.time.convert.TestStringConverter.testGetDateTime2,TIME,24,False
903,Time Bug 26 - Strong Oracle,1615,6999,151,703,1,1,0,0,1,1,204,1034,0,7,org.joda.time.convert.TestReadablePartialConverter.testToString,TIME,26,False
904,Time Bug 26 - Strong Oracle,391,1520,17,73,0,0,0,0,1,5,69,204,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetYearOfEra,TIME,26,False
905,Time Bug 25 - Strong Oracle,468,1590,24,110,1,7,1,1,3,11,75,143,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDate_long1,TIME,25,False
906,Time Bug 24 - Strong Oracle,95,101,11,11,0,0,0,0,0,0,14,14,0,4,org.joda.time.format.TestDateTimeFormat.testFormat_yearOfEraParse,TIME,24,False
907,Time Bug 26 - Strong Oracle,1003,5698,50,451,2,6,6,19,4,26,147,609,0,14591,org.joda.time.chrono.TestGJChronology.testMaximumValue,TIME,26,False
908,Time Bug 25 - Strong Oracle,3456,27354,264,2478,3,18,9,28,7,45,438,3431,0,2,org.joda.time.TestInterval_Constructors.testConstructor_Object_Chronology1,TIME,25,False
909,Time Bug 26 - Strong Oracle,785,1636,75,193,3,7,3,3,5,9,83,152,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_JustAfterLastEverOverlap,TIME,26,False
910,Time Bug 25 - Strong Oracle,127,127,10,10,0,0,0,0,0,0,12,12,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_int_int_int_int_int_nullChronology,TIME,25,False
911,Time Bug 25 - Strong Oracle,141,147,13,13,0,0,0,0,0,0,17,17,0,2,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_shortTime,TIME,25,False
912,Time Bug 25 - Strong Oracle,301,375,20,26,0,0,1,1,0,0,37,46,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RD_RI1,TIME,25,False
913,Time Bug 19 - Strong Oracle,255,505,14,30,0,0,0,0,1,2,31,53,0,2,org.joda.time.TestDateTime_Properties.testPropertyLeapMonthOfYear,TIME,19,False
914,Time Bug 24 - Strong Oracle,443,1266,27,120,1,8,1,1,2,8,68,127,0,1,org.joda.time.TestLocalDate_Constructors.testConstructor_ObjectString2,TIME,24,False
915,Time Bug 24 - Strong Oracle,95,101,11,11,0,0,0,0,0,0,14,14,0,2,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_simple_precedence,TIME,24,False
916,Time Bug 25 - Strong Oracle,145,150,10,11,0,0,0,0,0,0,16,16,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RI_RI4,TIME,25,False
917,Time Bug 25 - Strong Oracle,137,151,10,11,0,0,0,0,0,0,14,15,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RI_RI6,TIME,25,False
918,Time Bug 26 - Strong Oracle,682,1344,34,97,2,2,5,5,4,7,97,142,0,7,org.joda.time.TestLocalDate_Basics.testToDateTime_LocalTime_Zone,TIME,26,False
919,Time Bug 24 - Strong Oracle,264,508,20,48,1,3,0,0,2,4,38,51,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textMonthAtEnd_France_withSpecifiedDefault,TIME,24,False
920,Time Bug 26 - Strong Oracle,117,166,12,16,0,0,0,0,0,0,11,13,0,2,org.joda.time.TestDateTime_Basics.testToDateMidnight,TIME,26,False
921,Time Bug 19 - Strong Oracle,186,195,19,19,0,0,0,0,0,0,23,23,0,4,org.joda.time.format.TestDateTimeFormat.testFormat_shortBasicParse,TIME,19,False
922,Time Bug 17 - Strong Oracle 2,164,225,15,20,0,0,0,0,0,0,22,24,0,6,org.joda.time.TestDateTimeZoneCutover.testBug3192457_adjustOffset,TIME,17,False
923,Time Bug 26 - Strong Oracle,126,169,10,14,0,0,0,0,0,0,11,13,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor_nullObject_DateTimeZone,TIME,26,False
924,Time Bug 16 - Strong Oracle,1495,6282,132,643,5,47,4,20,6,35,166,526,0,4,org.joda.time.format.TestDateTimeFormatter.testParseInto_simple,TIME,16,False
925,Time Bug 25 - Strong Oracle,862,1861,75,205,4,8,3,3,6,10,102,178,0,4,org.joda.time.TestMutableDateTime_Properties.testPropertySetTextDayOfWeek,TIME,25,False
926,Time Bug 26 - Strong Oracle,650,1552,64,185,3,7,2,2,5,9,71,143,0,4,org.joda.time.TestDateMidnight_Properties.testPropertyRoundCeilingMonthOfYear,TIME,26,False
927,Time Bug 24 - Strong Oracle,255,486,17,40,0,0,0,0,2,4,38,51,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textMonthJanShort_France,TIME,24,False
928,Time Bug 7 - Strong Oracle,1379,4725,109,526,3,6,3,7,4,15,181,444,0,2,org.joda.time.format.TestDateTimeFormatter.testParseInto_chrono,TIME,7,False
929,Time Bug 26 - Strong Oracle,223,318,20,28,1,1,0,0,1,1,20,24,0,14,org.joda.time.TestDateTime_Basics.testMinusHours_int,TIME,26,False
930,Time Bug 25 - Strong Oracle,1431,4211,126,508,4,18,5,8,4,11,157,364,0,3,org.joda.time.format.TestDateTimeFormatter.testParseMutableDateTime_zone2,TIME,25,False
931,Time Bug 26 - Strong Oracle,321,442,24,34,1,1,0,0,2,2,39,44,0,6,org.joda.time.TestLocalDate_Basics.testToDateTimeAtCurrentTime_Zone,TIME,26,False
932,Time Bug 25 - Strong Oracle,392,459,20,34,0,0,0,0,0,0,65,66,0,2,org.joda.time.TestDateTime_Constructors.testConstructor_int_int_int_int_int_int_int_DateTimeZone,TIME,25,False
933,Time Bug 25 - Strong Oracle,838,1798,73,197,5,9,3,3,5,9,90,163,0,4,org.joda.time.TestMutableDateTime_Properties.testPropertyRoundHalfEvenHourOfDay,TIME,25,False
934,Time Bug 25 - Strong Oracle,858,1828,73,198,5,9,3,3,5,9,97,170,0,3,org.joda.time.TestDateTime_Properties.testPropertyRoundHalfFloorHourOfDay,TIME,25,False
935,Time Bug 25 - Strong Oracle,186,206,18,20,0,0,0,0,0,0,22,23,0,2,org.joda.time.TestLocalDate_Basics.testToInterval_Zone_noMidnight,TIME,25,False
936,Time Bug 25 - Strong Oracle,466,1083,21,67,2,5,2,2,4,11,77,130,0,1,org.joda.time.chrono.TestCopticChronology.testSampleDateWithZone,TIME,25,False
937,Time Bug 25 - Strong Oracle,1703,21231,141,2129,6,141,7,58,8,134,201,1896,0,1,org.joda.time.TestDateTime_Properties.testPropertySetTextMonthOfYear,TIME,25,False
938,Time Bug 25 - Strong Oracle,169,221,12,17,0,0,0,0,0,0,18,24,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_long_long1,TIME,25,False
939,Time Bug 25 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestLocalDateTime_Basics.testToDateTime_Zone,TIME,25,False
940,Time Bug 25 - Strong Oracle,580,736,43,68,0,0,7,8,2,2,71,77,0,1,org.joda.time.tz.TestCompiler.test_Amman_2005,TIME,25,False
941,Time Bug 22 - Strong Oracle,89,229,4,11,0,0,0,0,0,0,19,26,0,1,org.joda.time.TestDuration_Basics.testToPeriod,TIME,22,False
942,Time Bug 25 - Strong Oracle,312,1115,10,41,1,5,0,0,1,5,57,156,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetHourOfDay,TIME,25,False
943,Time Bug 25 - Strong Oracle,63,63,5,5,0,0,0,0,0,0,4,4,0,6,org.joda.time.convert.TestStringConverter.testGetInstantMillis_Object_Zone,TIME,25,False
944,Time Bug 14 - Strong Oracle,470,770,33,65,1,1,1,1,2,3,70,93,0,1,org.joda.time.TestMonthDay_Basics.testPlusMonths_int_negativeFromLeap,TIME,14,True
945,Time Bug 24 - Strong Oracle,625,1012,52,90,1,1,2,2,3,4,98,139,0,2,org.joda.time.TestYearMonth_Constructors.testParse_noFormatter,TIME,24,False
946,Time Bug 25 - Strong Oracle,153,196,7,11,1,1,0,0,0,0,17,19,0,1,org.joda.time.TestDateTime_Properties.testPropertyRemainderHourOfDay,TIME,25,False
947,Time Bug 25 - Strong Oracle,817,8129,69,851,2,28,4,32,5,53,101,798,0,1,org.joda.time.TestDateTimeZoneCutover.testWithMinuteOfHourInDstChange_mockZone,TIME,25,False
948,Time Bug 24 - Strong Oracle,267,741,11,39,1,12,1,4,1,12,51,95,0,1,org.joda.time.TestLocalTime_Constructors.testConstructor_ObjectString1Tokyo,TIME,24,False
949,Time Bug 25 - Strong Oracle,387,622,27,48,0,0,0,0,1,2,47,63,0,1,org.joda.time.TestYearMonth_Constructors.testConstructor_nullDateTimeZone,TIME,25,False
950,Time Bug 25 - Strong Oracle,458,651,24,49,1,1,0,0,0,0,73,81,0,2,org.joda.time.TestDateMidnight_Constructors.testConstructor_int_int_int_Chronology,TIME,25,False
951,Time Bug 25 - Strong Oracle,668,1470,61,169,2,4,3,3,5,9,79,145,0,2,org.joda.time.TestDateTimeZoneCutover.test_DateTime_minusDay_Gaza,TIME,25,False
952,Time Bug 26 - Strong Oracle,552,914,30,68,1,1,5,5,1,1,75,94,0,7,org.joda.time.TestYearMonthDay_Basics.testToDateTime_TOD_Zone,TIME,26,False
953,Time Bug 26 - Strong Oracle,687,3129,35,217,3,13,1,4,7,27,128,282,0,1,org.joda.time.TestDateMidnight_Basics.testGetters,TIME,26,False
954,Time Bug 26 - Strong Oracle,91,134,8,12,0,0,0,0,0,0,6,8,0,1,org.joda.time.TestDateMidnight_Basics.testWithFieldAdded4,TIME,26,False
955,Time Bug 26 - Strong Oracle,682,2017,68,233,2,5,2,2,5,11,76,194,0,1,org.joda.time.TestMutableDateTime_Basics.testToString_DTFormatter,TIME,26,False
956,Time Bug 26 - Strong Oracle,223,318,20,28,1,1,0,0,1,1,20,24,0,14,org.joda.time.TestDateTime_Basics.testMinusMonths_int,TIME,26,False
957,Time Bug 16 - Strong Oracle,2470,34753,211,3195,6,269,8,146,6,235,297,2983,0,1,org.joda.time.format.TestDateTimeFormatter.testParseInto_monthDay_withDefaultYear_feb29,TIME,16,True
958,Time Bug 24 - Strong Oracle,511,2429,53,301,0,0,0,0,0,0,65,266,0,5,org.joda.time.format.TestISODateTimeFormatParsing.test_time,TIME,24,False
959,Time Bug 24 - Strong Oracle,175,267,18,26,0,0,0,0,0,0,21,25,0,2,org.joda.time.TestDateTime_Constructors.testParse_noFormatter,TIME,24,False
